setup,direction,entry_time,entry_price,exit_time,exit_price,exit_reason,stop,target,pnl_pts,pnl_dollar
MS_ONH,SHORT,2025-02-28 11:55:00-05:00,5897.0,2025-02-28 12:15:00-05:00,5904.5,stop,5904.5,5883.5,-7.5,-380.0
MS_pVAH,SHORT,2025-03-03 13:10:00-05:00,5916.0,2025-03-03 13:15:00-05:00,5918.0,stop,5918.0,5902.5,-2.0,-105.0
MS_ONL,LONG,2025-03-04 13:35:00-05:00,5809.25,2025-03-04 13:40:00-05:00,5808.0,stop,5808.0,5824.25,-1.25,-67.5
MS_ONL,LONG,2025-03-05 10:30:00-05:00,5787.0,2025-03-05 10:35:00-05:00,5804.0,target,5775.0,5804.0,17.0,845.0
MS_ONL,LONG,2025-03-07 12:55:00-05:00,5718.75,2025-03-07 13:00:00-05:00,5734.5,target,5717.0,5734.5,15.75,782.5
MS_pVAH,SHORT,2025-03-07 15:45:00-05:00,5775.5,2025-03-07 15:50:00-05:00,5778.0,stop,5778.0,5763.5,-2.5,-130.0
MS_ONH,SHORT,2025-03-07 15:55:00-05:00,5774.75,2025-03-07 16:00:00-05:00,5763.5,target,5790.5,5763.5,11.25,557.5
MS_pVAH,SHORT,2025-03-12 14:25:00-04:00,5615.75,2025-03-12 14:40:00-04:00,5623.0,stop,5623.0,5600.5,-7.25,-367.5
MS_pVAH,SHORT,2025-03-17 11:05:00-04:00,5701.75,2025-03-17 11:10:00-04:00,5705.0,stop,5705.0,5685.25,-3.25,-167.5
MS_ONH,SHORT,2025-03-17 11:25:00-04:00,5703.25,2025-03-17 11:30:00-04:00,5705.5,stop,5705.5,5685.25,-2.25,-117.5
OS_GAP_UP,SHORT,2025-03-19 09:30:00-04:00,5685.5,2025-03-19 09:40:00-04:00,5677.0,target,5697.5,5677.0,8.5,420.0
MS_ONH,SHORT,2025-03-19 13:45:00-04:00,5688.75,2025-03-19 13:50:00-04:00,5693.5,stop,5693.5,5675.75,-4.75,-242.5
MS_pVAH,SHORT,2025-03-20 12:20:00-04:00,5730.5,2025-03-20 13:25:00-04:00,5706.5,target,5736.0,5706.5,24.0,1195.0
OS_GAP_UP,SHORT,2025-03-25 09:30:00-04:00,5824.25,2025-03-25 09:40:00-04:00,5816.0,target,5839.0,5816.0,8.25,407.5
MS_ONH,SHORT,2025-03-25 10:30:00-04:00,5829.25,2025-03-25 14:00:00-04:00,5812.5,target,5838.0,5812.5,16.75,832.5
OS_GAP_DN,LONG,2025-03-27 09:30:00-04:00,5734.0,2025-03-27 09:35:00-04:00,5725.0,stop,5725.0,5743.0,-9.0,-455.0
OS_GAP_DN,LONG,2025-03-28 09:30:00-04:00,5718.75,2025-03-28 09:55:00-04:00,5705.5,stop,5705.5,5740.0,-13.25,-667.5
MS_ONH,SHORT,2025-03-31 13:45:00-04:00,5596.75,2025-03-31 13:50:00-04:00,5604.0,stop,5604.0,5566.0,-7.25,-367.5
OS_GAP_DN,LONG,2025-04-01 09:30:00-04:00,5633.0,2025-04-01 10:10:00-04:00,5613.0,stop,5613.0,5656.25,-20.0,-1005.0
MS_pVAH,SHORT,2025-04-01 10:35:00-04:00,5634.75,2025-04-01 10:40:00-04:00,5637.0,stop,5637.0,5623.5,-2.25,-117.5
MS_ONH,SHORT,2025-04-01 12:45:00-04:00,5666.25,2025-04-01 12:50:00-04:00,5667.5,stop,5667.5,5633.0,-1.25,-67.5
MS_ONH,SHORT,2025-04-02 14:05:00-04:00,5692.75,2025-04-02 14:40:00-04:00,5699.75,stop,5699.75,5671.5,-7.0,-355.0
MS_ONL,LONG,2025-04-03 11:50:00-04:00,5494.0,2025-04-03 12:00:00-04:00,5509.0,target,5477.0,5509.0,15.0,745.0
MS_ONL,LONG,2025-04-04 11:30:00-04:00,5217.5,2025-04-04 11:35:00-04:00,5206.5,stop,5206.5,5246.5,-11.0,-555.0
MS_ONH,SHORT,2025-04-07 11:35:00-04:00,5037.75,2025-04-07 11:40:00-04:00,5044.0,stop,5044.0,4987.5,-6.25,-317.5
MS_pVAH,SHORT,2025-04-08 12:55:00-04:00,5123.5,2025-04-08 13:00:00-04:00,5115.0,target,5135.0,5115.0,8.5,420.0
MS_ONH,SHORT,2025-04-09 12:10:00-04:00,5048.75,2025-04-09 12:50:00-04:00,5061.5,stop,5061.5,5016.5,-12.75,-642.5
MS_pVAH,SHORT,2025-04-14 11:45:00-04:00,5411.5,2025-04-14 11:50:00-04:00,5415.0,stop,5415.0,5387.5,-3.5,-180.0
OS_GAP_UP,SHORT,2025-04-15 09:30:00-04:00,5454.5,2025-04-15 09:35:00-04:00,5468.75,stop,5468.75,5442.5,-14.25,-717.5
MS_ONH,SHORT,2025-04-15 10:55:00-04:00,5457.75,2025-04-15 11:00:00-04:00,5467.75,stop,5467.75,5444.5,-10.0,-505.0
MS_pVAH,SHORT,2025-04-25 10:50:00-04:00,5508.75,2025-04-25 10:55:00-04:00,5500.5,target,5519.0,5500.5,8.25,407.5
MS_ONH,SHORT,2025-04-25 15:55:00-04:00,5548.0,2025-04-25 16:00:00-04:00,5547.75,flatten,5557.0,5512.5,0.25,7.5
